filename,label,epsg,easting,northing
Forest_1658.jpg,Forest,32631,560598.8,5593313.9
Forest_1880.jpg,Forest,32632,438458.8,5474802.2
Forest_236.jpg,Forest,32630,702380.1,5112148.5
Forest_1894.jpg,Forest,32631,706671.0,5403561.5
Forest_2345.jpg,Forest,32631,302227.0,5308139.5
Forest_2423.jpg,Forest,32632,367824.7,4985106.7
Forest_550.jpg,Forest,32630,610463.3,4765167.7
Forest_2812.jpg,Forest,32633,485823.0,5912858.0
Forest_961.jpg,Forest,32634,491857.5,5650049.9
Forest_975.jpg,Forest,32630,618467.0,4762617.9
Forest_2806.jpg,Forest,32635,484304.6,5157884.3
Forest_2190.jpg,Forest,32631,594506.4,5350444.3
Forest_1499.jpg,Forest,32633,484475.9,5907911.7
Forest_785.jpg,Forest,32634,507497.3,5408262.2
Forest_949.jpg,Forest,32632,480743.1,5632065.0
Forest_791.jpg,Forest,32633,669858.8,6566685.5
Forest_2184.jpg,Forest,32632,536030.5,5718945.0
Forest_1466.jpg,Forest,32633,579875.8,5330944.1
Forest_1300.jpg,Forest,32632,566771.3,5767899.9
Forest_64.jpg,Forest,32634,333257.1,6046784.8
Forest_2609.jpg,Forest,32634,331956.0,6044835.5
Forest_1314.jpg,Forest,32634,323774.5,6055679.5
Forest_70.jpg,Forest,32634,610689.2,5521254.6
Forest_1472.jpg,Forest,32632,464801.1,5537777.5
Forest_2153.jpg,Forest,32635,508280.0,4757621.6
Forest_2635.jpg,Forest,32633,456133.7,5529707.6
Forest_746.jpg,Forest,32634,334438.2,6043502.9
Forest_58.jpg,Forest,32632,804303.9,4712805.3
Forest_1328.jpg,Forest,32635,561747.8,4751632.5
Forest_752.jpg,Forest,32633,467857.3,5893734.9
Forest_2621.jpg,Forest,32634,491216.6,5622778.5
Forest_2147.jpg,Forest,32633,666186.0,6037531.8
Forest_2966.jpg,Forest,32632,523443.4,5558954.1
Forest_815.jpg,Forest,32634,628075.8,4955825.5
Forest_801.jpg,Forest,32633,706709.1,6058282.3
Forest_2972.jpg,Forest,32632,415807.3,5311083.4
Forest_197.jpg,Forest,32632,328419.6,5517622.5
Forest_829.jpg,Forest,32632,526611.6,5449819.9
Forest_2782.jpg,Forest,32635,479757.1,5158534.0
Forest_2796.jpg,Forest,32634,578618.1,5614016.1
Forest_183.jpg,Forest,32630,697180.0,5110199.3
Forest_168.jpg,Forest,32634,621895.3,5506332.8
Forest_1512.jpg,Forest,32633,593353.1,5381028.7
Forest_1274.jpg,Forest,32634,393403.2,5586899.0
Forest_2769.jpg,Forest,32633,633815.2,4357624.7
Forest_1260.jpg,Forest,32630,618467.0,4763918.0
Forest_1506.jpg,Forest,32633,467206.2,5893734.9
Forest_154.jpg,Forest,32632,519327.6,5462012.0
Forest_2027.jpg,Forest,32631,685572.4,5775023.5
Forest_2741.jpg,Forest,32631,561249.2,5593962.9
Forest_2999.jpg,Forest,32634,410214.6,5733319.5
Forest_1248.jpg,Forest,32632,520042.4,5544611.6
Forest_632.jpg,Forest,32633,692871.5,6034847.2
Forest_626.jpg,Forest,32635,414181.1,4931340.9
Forest_2755.jpg,Forest,32633,667155.5,5360415.1
Forest_2033.jpg,Forest,32634,620405.1,5521958.4
Forest_140.jpg,Forest,32633,577924.8,5330294.4
Forest_2580.jpg,Forest,32633,662299.4,6538610.9
Forest_1089.jpg,Forest,32632,520331.8,5449775.5
Forest_395.jpg,Forest,32631,724091.2,5454198.9
Forest_1937.jpg,Forest,32634,439027.9,5706694.8
Forest_381.jpg,Forest,32632,608892.2,7046754.9
Forest_1923.jpg,Forest,32632,522979.8,5542330.8
Forest_2594.jpg,Forest,32635,539064.1,4752030.0
Forest_1076.jpg,Forest,32632,535738.5,5396805.5
Forest_1710.jpg,Forest,32634,728861.7,4697185.8
Forest_2219.jpg,Forest,32635,391081.0,5045667.9
Forest_1704.jpg,Forest,32632,548623.9,5734124.3
Forest_1062.jpg,Forest,32631,696128.4,5781983.3
Forest_418.jpg,Forest,32635,539714.0,4758529.3
Forest_430.jpg,Forest,32631,746543.5,4798080.4
Forest_2543.jpg,Forest,32633,636414.7,4360876.8
Forest_2225.jpg,Forest,32630,699780.1,5110199.3
Forest_356.jpg,Forest,32634,500946.6,5400859.5
Forest_342.jpg,Forest,32633,587417.2,5304297.3
Forest_1738.jpg,Forest,32634,461392.4,5610825.5
Forest_2231.jpg,Forest,32634,528573.4,5424463.0
Forest_2557.jpg,Forest,32631,644081.5,5195859.7
Forest_424.jpg,Forest,32630,799065.2,5231057.0
Forest_354.jpg,Forest,32631,479294.8,5401543.8
Forest_2227.jpg,Forest,32631,720006.5,5440095.0
Forest_2541.jpg,Forest,32630,619116.4,4761317.8
Forest_432.jpg,Forest,32634,616144.3,5518638.1
Forest_1048.jpg,Forest,32630,619765.7,4760017.7
Forest_426.jpg,Forest,32634,622545.2,5507632.7
Forest_2555.jpg,Forest,32633,621572.9,4350653.3
Forest_2233.jpg,Forest,32634,537993.8,5408468.7
Forest_340.jpg,Forest,32633,576624.2,5330294.4
Forest_1712.jpg,Forest,32633,576915.6,5346099.1
Forest_368.jpg,Forest,32631,497629.7,5075711.0
Forest_1074.jpg,Forest,32634,623195.0,5508282.7
Forest_2569.jpg,Forest,32631,498279.5,5077010.5
Forest_1060.jpg,Forest,32635,553363.6,4758529.3
Forest_1706.jpg,Forest,32631,717554.9,5430292.7
Forest_1935.jpg,Forest,32634,724607.2,4739114.8
Forest_397.jpg,Forest,32632,370379.5,5317031.3
Forest_2582.jpg,Forest,32634,465726.0,5985143.8
Forest_2596.jpg,Forest,32631,560538.0,5581853.1
Forest_1921.jpg,Forest,32635,565733.8,4773586.9
Forest_383.jpg,Forest,32632,528981.9,5410106.2
Forest_1909.jpg,Forest,32633,446876.3,5528593.6
Forest_630.jpg,Forest,32631,641400.2,4972957.9
Forest_2743.jpg,Forest,32633,627788.1,4351877.9
Forest_2025.jpg,Forest,32632,401619.3,5285209.9
Forest_156.jpg,Forest,32632,515104.2,5562783.9
Forest_1538.jpg,Forest,32634,581217.9,5611416.5
Forest_142.jpg,Forest,32631,579833.7,5329617.3
Forest_2031.jpg,Forest,32630,621239.7,4766223.2
Forest_2757.jpg,Forest,32634,579918.0,5612066.4
Forest_624.jpg,Forest,32635,346515.8,6191987.7
Forest_1276.jpg,Forest,32634,481529.9,5652283.4
Forest_1510.jpg,Forest,32633,595955.3,5379729.6
Forest_2019.jpg,Forest,32634,614747.2,5503732.8
Forest_1504.jpg,Forest,32632,312235.9,5394077.5
Forest_618.jpg,Forest,32630,763245.4,5264188.6
Forest_1262.jpg,Forest,32634,449517.1,5641084.8
Forest_2780.jpg,Forest,32635,449257.8,4927600.7
Forest_2958.jpg,Forest,32632,665491.5,4872881.3
Forest_1289.jpg,Forest,32632,309815.5,5459213.7
Forest_195.jpg,Forest,32635,550113.7,4757879.4
Forest_181.jpg,Forest,32632,335882.6,5294069.4
Forest_2794.jpg,Forest,32632,507211.4,5546146.6
Forest_817.jpg,Forest,32635,330891.1,6559381.5
Forest_2964.jpg,Forest,32634,616696.7,5503732.8
Forest_2970.jpg,Forest,32631,686034.9,5772495.1
Forest_803.jpg,Forest,32631,702319.4,5767699.0
Forest_744.jpg,Forest,32633,665205.9,5368215.4
Forest_2637.jpg,Forest,32633,577565.1,5346748.2
Forest_2151.jpg,Forest,32631,747495.4,5085825.8
Forest_1458.jpg,Forest,32632,671325.5,4883658.3
Forest_2145.jpg,Forest,32633,586654.1,5299718.9
Forest_2623.jpg,Forest,32630,697180.0,5110849.0
Forest_988.jpg,Forest,32632,462628.6,5536578.1
Forest_750.jpg,Forest,32632,540969.7,5711318.7
Forest_66.jpg,Forest,32634,331956.0,6045485.3
Forest_778.jpg,Forest,32634,465726.0,5985793.3
Forest_1302.jpg,Forest,32633,627411.8,5363360.1
Forest_1464.jpg,Forest,32632,401270.3,5291099.3
Forest_2179.jpg,Forest,32635,479548.7,5164299.6
Forest_1470.jpg,Forest,32632,556233.3,5776599.2
Forest_72.jpg,Forest,32634,374410.0,6022769.6
Forest_1316.jpg,Forest,32635,560447.4,4752282.5
Forest_787.jpg,Forest,32631,303896.6,5318251.0
Forest_99.jpg,Forest,32634,718758.0,4904049.6
Forest_2192.jpg,Forest,32632,605156.6,5894420.6
Forest_2186.jpg,Forest,32633,642855.2,6548148.9
Forest_793.jpg,Forest,32632,499239.7,5367560.4
Forest_2838.jpg,Forest,32632,661652.6,4870805.2
Forest_963.jpg,Forest,32632,574156.0,5571967.3
Forest_2810.jpg,Forest,32632,601541.3,5806742.0
Forest_2804.jpg,Forest,32634,611320.0,5512102.2
Forest_977.jpg,Forest,32632,595484.0,5891349.8
Forest_1882.jpg,Forest,32631,488048.4,5363959.0
Forest_220.jpg,Forest,32634,392103.7,5586899.0
Forest_2353.jpg,Forest,32633,594305.6,4365541.7
Forest_2435.jpg,Forest,32633,714576.4,5431073.4
Forest_546.jpg,Forest,32632,539670.3,5705468.8
Forest_552.jpg,Forest,32632,570271.4,5526864.5
Forest_1128.jpg,Forest,32633,446474.5,5534133.5
Forest_2421.jpg,Forest,32634,623081.5,5511787.3
Forest_2347.jpg,Forest,32634,490566.9,5625376.2
Forest_1896.jpg,Forest,32634,735998.2,4701434.7
Forest_234.jpg,Forest,32632,670025.1,4879110.6
Forest_1666.jpg,Forest,32631,751672.7,4800390.4
Forest_1100.jpg,Forest,32634,485384.0,5644593.0
Forest_2409.jpg,Forest,32631,661841.6,5184711.5
Forest_1114.jpg,Forest,32633,678911.7,5377292.6
Forest_1672.jpg,Forest,32632,401404.5,5282660.4
Forest_208.jpg,Forest,32632,613943.4,6001923.9
Forest_2390.jpg,Forest,32632,606474.5,4841105.3
Forest_1699.jpg,Forest,32631,588092.4,5326156.4
Forest_1841.jpg,Forest,32633,582634.5,5328648.8
Forest_585.jpg,Forest,32631,759591.2,4790782.1
Forest_591.jpg,Forest,32634,623859.0,5496450.3
Forest_1855.jpg,Forest,32634,488737.6,5391762.5
Forest_2384.jpg,Forest,32632,544049.6,5565154.9
Forest_1869.jpg,Forest,32633,642884.0,6560723.0
Forest_1868.jpg,Forest,32634,504974.0,4414005.3
Forest_590.jpg,Forest,32635,490969.0,6195109.3
Forest_2385.jpg,Forest,32634,723661.3,4699786.6
Forest_1854.jpg,Forest,32632,531913.7,5398039.0
Forest_1840.jpg,Forest,32631,729533.0,5402171.1
Forest_1698.jpg,Forest,32635,554013.6,4758529.3
Forest_2391.jpg,Forest,32633,610747.7,5305991.0
Forest_584.jpg,Forest,32635,345276.5,6193017.6
Forest_1115.jpg,Forest,32632,300971.7,5494279.6
Forest_209.jpg,Forest,32633,656811.7,5374192.8
Forest_1673.jpg,Forest,32633,573329.0,5375791.2
Forest_1667.jpg,Forest,32635,543613.9,4761778.9
Forest_2408.jpg,Forest,32634,338531.5,6031286.9
Forest_1101.jpg,Forest,32631,335616.7,5478609.7
Forest_2420.jpg,Forest,32631,742249.9,5081244.5
Forest_1129.jpg,Forest,32632,402054.9,5282010.5
Forest_553.jpg,Forest,32631,733707.2,5059901.1
Forest_235.jpg,Forest,32634,766287.3,4662393.7
Forest_1897.jpg,Forest,32632,465966.7,5531403.7
Forest_2346.jpg,Forest,32633,619623.3,4350653.3
Forest_2352.jpg,Forest,32634,326043.8,6052328.6
Forest_221.jpg,Forest,32635,539064.1,4761129.0
Forest_1883.jpg,Forest,32631,705042.0,5779187.9
Forest_547.jpg,Forest,32633,692033.2,6601078.8
Forest_2434.jpg,Forest,32633,705921.0,6021578.7
Forest_976.jpg,Forest,32631,697186.4,5783902.5
Forest_2805.jpg,Forest,32634,621055.0,5521958.4
Forest_2811.jpg,Forest,32635,556882.1,4776250.4
Forest_962.jpg,Forest,32631,496329.9,5077010.5
Forest_2187.jpg,Forest,32633,653561.1,5371593.4
Forest_2839.jpg,Forest,32632,500539.7,5366910.5
Forest_792.jpg,Forest,32634,324864.4,6013508.6
Forest_98.jpg,Forest,32632,519392.6,5544611.6
Forest_786.jpg,Forest,32632,430375.7,5466016.2
Forest_2193.jpg,Forest,32633,688319.5,5381570.5
Forest_1471.jpg,Forest,32634,332606.5,6047434.5
Forest_2178.jpg,Forest,32633,591219.9,5322278.1
Forest_1317.jpg,Forest,32630,609813.3,4766467.6
Forest_73.jpg,Forest,32635,551413.7,4759179.2
Forest_1303.jpg,Forest,32633,598480.7,4354133.2
Forest_779.jpg,Forest,32634,482830.1,5652933.2
Forest_67.jpg,Forest,32632,308527.1,5501872.4
Forest_1465.jpg,Forest,32631,790532.2,5648848.7
Forest_2144.jpg,Forest,32632,307241.1,5496001.1
Forest_751.jpg,Forest,32632,503674.1,5567886.7
Forest_989.jpg,Forest,32631,689163.5,5814553.4
Forest_2622.jpg,Forest,32632,595171.2,5508163.6
Forest_2636.jpg,Forest,32632,506507.7,5519963.2
Forest_745.jpg,Forest,32631,640907.5,5194135.0
Forest_1459.jpg,Forest,32635,541664.0,4754629.7
Forest_2150.jpg,Forest,32631,713546.4,5429328.6
Forest_802.jpg,Forest,32634,621599.7,5496425.7
Forest_2971.jpg,Forest,32634,525323.6,5423813.2
Forest_2965.jpg,Forest,32632,490644.6,5571971.8
Forest_816.jpg,Forest,32631,697186.4,5783251.8
Forest_180.jpg,Forest,32634,500466.5,5630176.3
Forest_2795.jpg,Forest,32631,494212.8,5480984.9
Forest_1288.jpg,Forest,32635,559482.8,4771051.8
Forest_2959.jpg,Forest,32634,438727.3,5702051.3
Forest_2781.jpg,Forest,32634,617346.5,5506982.7
Forest_194.jpg,Forest,32634,522521.6,5433992.7
Forest_1505.jpg,Forest,32632,670025.1,4882359.0
Forest_1263.jpg,Forest,32635,559147.0,4752282.5
Forest_619.jpg,Forest,32634,489267.6,5626025.7
Forest_1277.jpg,Forest,32631,720902.2,5503450.8
Forest_2018.jpg,Forest,32634,499120.1,5624156.7
Forest_1511.jpg,Forest,32635,544263.9,4754629.7
Forest_2030.jpg,Forest,32634,502050.7,4408343.8
Forest_143.jpg,Forest,32633,724112.1,5432712.9
Forest_1539.jpg,Forest,32632,524630.8,5560689.2
Forest_625.jpg,Forest,32631,720478.0,5048880.6
Forest_2756.jpg,Forest,32634,493999.7,4413701.2
Forest_2742.jpg,Forest,32633,809399.2,5752498.4
Forest_631.jpg,Forest,32633,625838.0,4353827.8
Forest_157.jpg,Forest,32632,513029.9,5530515.7
Forest_2024.jpg,Forest,32631,730745.6,5053113.9
Forest_1908.jpg,Forest,32631,429845.7,5477687.1
Forest_2597.jpg,Forest,32633,689212.3,6616064.9
Forest_382.jpg,Forest,32634,507406.2,5426582.0
Forest_1920.jpg,Forest,32632,552522.6,5730873.5
Forest_396.jpg,Forest,32632,522240.0,5549047.7
Forest_1934.jpg,Forest,32632,308782.1,5455660.4
Forest_2583.jpg,Forest,32631,731867.6,5506518.0
Forest_1061.jpg,Forest,32633,659203.9,6063857.7
Forest_2568.jpg,Forest,32632,531259.7,5440403.7
Forest_1707.jpg,Forest,32634,578618.1,5612716.3
Forest_369.jpg,Forest,32634,499167.1,5630827.5
Forest_1713.jpg,Forest,32631,747193.8,4792882.7
Forest_1075.jpg,Forest,32634,744742.5,5062315.7
Forest_2554.jpg,Forest,32635,546823.2,5210206.8
Forest_427.jpg,Forest,32631,720656.8,5440095.0
Forest_341.jpg,Forest,32631,693161.9,5789114.1
Forest_2232.jpg,Forest,32634,769312.9,5225295.2
Forest_2226.jpg,Forest,32634,521871.2,5434642.3
Forest_355.jpg,Forest,32634,496607.1,5636608.9
Forest_1049.jpg,Forest,32631,731629.6,5508836.1
Forest_433.jpg,Forest,32632,803003.4,4714756.3
Forest_2540.jpg,Forest,32634,513349.1,5405661.5
Forest_1071.jpg,Forest,32631,710245.4,5771058.7
Forest_2578.jpg,Forest,32632,570622.0,5710525.8
Forest_1717.jpg,Forest,32634,403168.3,6015090.3
Forest_1703.jpg,Forest,32634,472110.8,5654631.7
Forest_379.jpg,Forest,32632,408501.3,5279479.7
Forest_1065.jpg,Forest,32634,735348.5,4702084.4
Forest_2544.jpg,Forest,32634,333788.3,6043502.9
Forest_437.jpg,Forest,32634,482134.1,5645243.9
Forest_351.jpg,Forest,32632,547746.5,5564686.0
Forest_2222.jpg,Forest,32632,665454.4,4881785.6
Forest_2236.jpg,Forest,32632,327977.3,5281506.6
Forest_345.jpg,Forest,32632,338817.1,5293222.6
Forest_423.jpg,Forest,32632,781400.3,4623770.8
Forest_1059.jpg,Forest,32632,431676.0,5467316.5
Forest_2550.jpg,Forest,32633,518776.1,6581904.0
Forest_1918.jpg,Forest,32630,704209.7,5113159.9
Forest_2587.jpg,Forest,32634,466956.5,5946184.9
Forest_1930.jpg,Forest,32632,608242.1,7049354.0
Forest_392.jpg,Forest,32632,496061.0,5583450.2
Forest_1924.jpg,Forest,32632,416272.1,5302688.5
Forest_386.jpg,Forest,32635,394980.5,5047618.4
Forest_2593.jpg,Forest,32632,382195.5,5375864.9
Forest_1515.jpg,Forest,32631,720006.5,5439444.8
Forest_609.jpg,Forest,32634,585117.5,5612716.3
Forest_1273.jpg,Forest,32634,336845.0,6023436.1
Forest_1267.jpg,Forest,32630,701080.1,5110849.0
Forest_2008.jpg,Forest,32630,701730.1,5112798.2
Forest_1501.jpg,Forest,32632,783351.2,4621169.6
Forest_2020.jpg,Forest,32630,622147.5,4751506.6
Forest_1529.jpg,Forest,32632,645208.0,5528559.7
Forest_153.jpg,Forest,32632,570271.4,5528814.9
Forest_635.jpg,Forest,32634,622055.9,4950719.6
Forest_2746.jpg,Forest,32632,347264.5,5290623.6
Forest_2752.jpg,Forest,32635,483005.3,5159833.4
Forest_621.jpg,Forest,32634,526623.5,5425762.6
Forest_147.jpg,Forest,32634,426563.4,5704394.3
Forest_2034.jpg,Forest,32634,328748.4,6043458.0
Forest_812.jpg,Forest,32634,511398.5,5407612.0
Forest_2961.jpg,Forest,32633,601126.5,4341958.4
Forest_2975.jpg,Forest,32632,495038.0,4664775.1
Forest_806.jpg,Forest,32632,648456.1,5528559.7
Forest_190.jpg,Forest,32632,364335.0,4991609.3
Forest_2785.jpg,Forest,32631,498690.6,5478958.3
Forest_1298.jpg,Forest,32632,595171.2,5508813.9
Forest_2791.jpg,Forest,32634,611970.3,5508203.4
Forest_2949.jpg,Forest,32633,598842.6,5380280.5
Forest_184.jpg,Forest,32632,575762.7,5733140.7
Forest_1461.jpg,Forest,32635,558832.6,4771051.8
Forest_2168.jpg,Forest,32632,806561.8,4718402.8
Forest_63.jpg,Forest,32632,601384.5,5942077.7
Forest_1307.jpg,Forest,32632,340766.5,5293872.3
Forest_77.jpg,Forest,32634,490549.1,5397354.8
Forest_769.jpg,Forest,32631,604779.3,5557054.1
Forest_1313.jpg,Forest,32632,305649.9,5453533.4
Forest_1475.jpg,Forest,32633,587417.2,5304947.1
Forest_2154.jpg,Forest,32631,498040.9,5478958.3
Forest_999.jpg,Forest,32632,577062.0,5734440.4
Forest_741.jpg,Forest,32634,512133.2,5426142.2
Forest_2632.jpg,Forest,32632,550819.1,5572310.4
Forest_2626.jpg,Forest,32634,763687.5,4662393.7
Forest_755.jpg,Forest,32635,340228.4,6147839.4
Forest_1449.jpg,Forest,32632,464383.8,5565123.5
Forest_2140.jpg,Forest,32631,580750.4,5327349.7
Forest_966.jpg,Forest,32633,669105.1,5368865.4
Forest_2815.jpg,Forest,32632,419055.2,5308484.8
Forest_2801.jpg,Forest,32634,467606.4,5947484.3
Forest_8.jpg,Forest,32632,620994.2,5785244.9
Forest_972.jpg,Forest,32632,557451.5,5700193.9
Forest_2197.jpg,Forest,32635,330891.1,6561980.4
Forest_2829.jpg,Forest,32631,723725.2,5441568.3
Forest_782.jpg,Forest,32633,671461.8,5390514.1
Forest_796.jpg,Forest,32634,663062.7,6094438.9
Forest_88.jpg,Forest,32635,546863.8,4759179.2
Forest_2183.jpg,Forest,32634,576668.4,5614666.0
Forest_1105.jpg,Forest,32634,502701.1,4407043.1
Forest_1663.jpg,Forest,32635,344626.5,6193017.6
Forest_219.jpg,Forest,32635,447957.1,4926299.9
Forest_1677.jpg,Forest,32632,579010.9,5737039.8
Forest_2418.jpg,Forest,32634,579268.1,5613366.2
Forest_1111.jpg,Forest,32634,497354.0,5624970.5
Forest_2430.jpg,Forest,32634,721974.1,5051260.3
Forest_543.jpg,Forest,32631,720759.6,4995445.9
Forest_1139.jpg,Forest,32634,327754.9,6045303.2
Forest_1887.jpg,Forest,32631,473940.2,5371991.9
Forest_225.jpg,Forest,32635,466334.7,5287946.1
Forest_2356.jpg,Forest,32631,732518.7,5506518.0
Forest_2342.jpg,Forest,32634,622780.5,5503504.0
Forest_1893.jpg,Forest,32630,701730.1,5111498.7
Forest_231.jpg,Forest,32633,653162.4,5359649.7
Forest_557.jpg,Forest,32632,491693.5,5634401.3
Forest_2424.jpg,Forest,32634,482784.1,5644593.0
Forest_1878.jpg,Forest,32633,495423.8,5532577.6
Forest_580.jpg,Forest,32632,523629.6,5541680.7
Forest_2395.jpg,Forest,32632,510730.8,5384649.1
Forest_1844.jpg,Forest,32631,663644.9,4963206.2
Forest_1688.jpg,Forest,32632,466431.8,5504110.8
Forest_1850.jpg,Forest,32634,334103.6,6007149.6
Forest_2381.jpg,Forest,32632,508300.8,5682990.6
Forest_594.jpg,Forest,32633,435933.3,5531933.9
Forest_2380.jpg,Forest,32632,664191.8,4872231.1
Forest_1851.jpg,Forest,32635,560363.0,4765749.2
